   ,DISCODE,DISNAME,OFFICECODE,OFFICENAME,SHOPADDR,BOSS,CITY,POSTCODE,lat,lng
395,1000526,河北省乐亭县闫志国,1003,河北直营办事处,河北省唐山市乐亭县茂源街以东汇乐城B5区3楼,闫志国,乐亭县,63600,39.43619304,118.9046335
396,1000479,河北省盐山县曹俊鹏,1003,河北直营办事处,河北沧州盐山东大街东扩段新兴家具购物中心,曹俊鹏,盐山县,61300,38.06439113,117.2547058
397,1000480,河北省献县李世良,1003,河北直营办事处,河北沧州献县北外环中段,李世良,献县,51430,38.24272584,116.1755053
398,1000481,河北省肃宁县孟庆玲,1003,河北直营办事处,河北省沧州市肃宁县石坊路原百货大楼,,肃宁县,52160,38.4379052,115.8288591
399,1002025,（河北办）内蒙古赤峰市李海燕,1003,河北直营办事处,内蒙古赤峰市新城区和美建材城３楼全友家私,,赤峰市,24200,42.24092008,118.8874831
400,1002026,河北省迁安市王运洲,1003,河北直营办事处,河北省唐山市迁安市阜安大路中段百强家具城全友家私,王运洲,迁安市,64400,40.01967546,118.6962049
401,1002027,（河北办）内蒙古苏尼特右旗李文忠,1003,河北直营办事处,内蒙古锡林郭勒盟苏尼特右旗杭盖路东头全友家私,李文忠,苏尼特右旗,13250,42.24673452,113.8512881
402,1003914,(甘肃办)青海省格尔木市刘子益,1005,甘肃直营办事处,青海省格尔木市泰山中路建材市场三楼,刘子益,,,36.41187801,94.92442615
403,1002158,甘肃省民乐县刘自宏,1005,甘肃直营办事处,甘肃省民乐县政府向南80米裕泰小区二楼,刘自宏,,,38.43631901,100.8195973
404,1003666,甘肃省酒泉市余春晓,1005,甘肃直营办事处,甘肃省酒泉市肃州区同辉小企业园区,余春晓,,,39.59837426,98.80261646
405,1003861,甘肃省渭源县纪怀军,1005,甘肃直营办事处,甘肃省渭源县清源路渭水润园20号,纪怀军,,,35.13948068,104.1463278
406,1003888,甘肃省兰州市西固区宋大伟,1005,甘肃直营办事处,甘肃省兰州市西固区寺儿沟88号,宋大伟,,,36.10133702,103.613567
407,1003671,甘肃省榆中县城关镇曾茂珍,1005,甘肃直营办事处,甘肃省榆中县城关镇太白东路北关村20号强胜家具城二楼,曾茂珍,,,35.86270252,104.136352
408,1003754,甘肃省会宁县郭城驿镇王亚东,1005,甘肃直营办事处,甘肃省会宁县郭城驿镇新堡子村,王亚东,,,36.2355974,104.8899942
409,1003675,（甘肃办）青海省乐都县左妍,1005,甘肃直营办事处,青海省西宁市海东地区乐都县西大桥蔬菜综合市场旁（李家庄对面）,左妍,,,36.54361713,102.336032
410,1003564,甘肃省兰州市城关区李鸿萱,1005,甘肃直营办事处,甘肃省兰州市城关区雁滩家具超市5楼,李鸿萱,,,36.06567799,103.885402
411,1003446,（甘肃办）宁夏西吉县蒋建峰,1005,甘肃直营办事处,宁夏回族自治区固原市西吉县西市场蒋师家具商场,蒋建峰,,,35.93993438,105.7267486
412,1003296,甘肃省玉门市高建新,1005,甘肃直营办事处,甘肃省酒泉市玉门市盛浩建材城1号楼二楼,高建新,,,40.2255518,97.46120885
413,30027,（甘肃办）宁夏银川市直营店,1005,甘肃直营办事处,宁夏回族自治区银川市兴庆区大兴镇塔桥村天香源花卉区,王顺刚,,,38.43865918,106.3147731
414,1003176,（甘肃办）宁夏彭阳县王可尧,1005,甘肃直营办事处,宁夏回族自治区固原市彭阳县农贸市场二楼,王可尧,,,35.97254626,106.6624733
415,1003708,（甘肃办）青海省化隆县群科镇李永龙,1005,甘肃直营办事处,青海省化隆县群科镇丽水豪庭旁,李永龙,,,36.04783881,101.9870783
416,1003767,甘肃省积石山县吹麻滩镇叶小兵,1005,甘肃直营办事处,甘肃省积石山县吹麻滩镇滨河路,叶小兵,,,35.71439206,102.8880604
417,1002683,甘肃省临泽县杨丽丽,1005,甘肃直营办事处,甘肃省张掖市临泽县揽月桥头,杨丽丽,,,39.34703167,100.1912243
418,1003377,甘肃省积石山县大河家镇肖占西,1005,甘肃直营办事处,甘肃省积石山县大河家镇商贸西街路,肖占西,,,35.84083053,102.7691324
419,1003378,甘肃省和政县城关镇杨济和,1005,甘肃直营办事处,甘肃省和政县城关镇义务商厦二楼（供销社大楼对面）,杨济和,,,35.42931457,103.3567259
420,1003381,【定制销售本部】宁夏中卫市王鹏,1005,甘肃直营办事处,宁夏中卫市鼓楼南街美居城二楼,王鹏,,,37.52068507,105.19696
421,1002242,甘肃省临洮县王瑞琥,1005,甘肃直营办事处,甘肃省定西市临洮县东大街13号,王瑞琥,,,35.3804818,103.8679439
422,1002831,甘肃省华池县段军杰,1005,甘肃直营办事处,甘肃省庆阳市华池县杨庄子,段军杰,,,36.47798599,108.0058096
423,1002680,甘肃省庆阳市朱学利,1005,甘肃直营办事处,甘肃省庆阳市西大街1号国芳大世界6楼,朱学利,,,35.74188773,107.6489776
424,1002943,甘肃省永登县安武,1005,甘肃直营办事处,甘肃省永登县金鼎步行街二楼,安武,,,36.61692361,103.2527935
425,1003117,（甘肃办）宁夏青铜峡市小坝镇王水英,1005,甘肃直营办事处,宁夏青铜峡市小坝镇禹皇家居建材城一楼,王水英,,,38.01922527,106.0961008
426,1002674,甘肃省景泰县曹彬,1005,甘肃直营办事处,甘肃省白银市景泰县宽城路大众宾馆,曹彬,,,37.14607896,104.0616677
427,1002322,甘肃省皋兰镇安武,1005,甘肃直营办事处,甘肃省兰州市皋兰北辰路全友家居（原安泰龙超市）,安武,,,36.35569042,103.9493707
428,1002454,甘肃省白银市白银区常进华,1005,甘肃直营办事处,甘肃省白银市兰州路33号,常进华,,,36.55393209,104.1434442
429,1002049,甘肃省瓜州县杨金莲,1005,甘肃直营办事处,甘肃省酒泉市瓜州县渊泉街120号种子公司院内全友家私,杨金莲,瓜州县,736100,40.52231355,95.79047575
430,1001877,（甘肃办）青海省大通县袁连贞,1005,甘肃直营办事处,青海省西宁市大通县园林路全友家私,袁蓮贞,630100,810000,36.96085718,101.6808067
431,1001880,甘肃省临夏市康乐县何金奎,1005,甘肃直营办事处,康乐县新汽车站旁全友家私,何金奎,康乐县,731500,35.37857403,103.723846
432,1001916,甘肃省白银市平川区张国娥,1005,甘肃直营办事处,甘肃省白银市平川区国泰陶瓷建材城,张国娥,白银市平川区,730913,36.72548794,104.8534164
433,1002100,甘肃省漳县胡毅,1005,甘肃直营办事处,甘肃省定西市漳县贵清东一路10号楼全友家私,胡毅,漳县,748300,34.63745628,104.0534978
434,1001953,（甘肃办）西藏拉萨市杨帅,1005,甘肃直营办事处,西藏自治区拉萨市天海家具市场全友家私,杨帅,拉萨市,850000,29.67593382,91.13119566
435,1000154,甘肃省高台县万吉侠,1005,甘肃直营办事处,甘肃省张掖市高台县城关镇医药公司院内城三楼,万吉侠,高台县,734300,39.38249213,99.83019704
436,1000155,甘肃省民勤县林官聪,1005,甘肃直营办事处,甘肃省武威市民勤县东大街2号,林官聪,民勤县,733300,38.63033872,103.10282
437,1002903,（甘肃办）宁夏石嘴山市大武口区程继锋,1005,甘肃直营办事处,宁夏石嘴山市大武口区朝阳东街富源旺角家世界3楼,程继锋,,,39.012011,106.3910037
438,1000114,（甘肃办）宁夏中卫市章思满,1005,甘肃直营办事处,宁夏回族自治区中卫市沙坡头区红太阳广场金百川商场二楼,章思满,中卫市,751700,37.52194497,105.1949338
439,1000116,（甘肃办）宁夏灵武市王水英,1005,甘肃直营办事处,宁夏回族自治区银川市灵武市鼓楼家居精品城全友家私,王水英,灵武市,751400,37.93517481,106.532
440,1000117,（甘肃办）宁夏吴忠市王水英,1005,甘肃直营办事处,宁夏回族自治区吴忠市裕民西街全友家居,王水英,吴忠市,751400,37.99309285,106.1950769
441,1000119,（甘肃办）宁夏固原市王可尧,1005,甘肃直营办事处,宁夏回族自治区固原市新世纪家具城,王可尧,固原市,756000,36.02152348,106.285268
442,1000120,（甘肃办）宁夏隆德县陈钱洲,1005,甘肃直营办事处,宁夏回族自治区固原市隆德县长乐街盘龙家居汇展中心,陈钱洲,隆德县,756300,35.6249108,106.1266157
443,1000121,（甘肃办）青海省西宁市杜立志,1005,甘肃直营办事处,青海省西宁市城南仁济医院园丁路青海铭嘉家私有限公司铭嘉家具城,杜立志,西宁市,810000,36.54915506,101.7029793
444,1000123,（甘肃办）西藏山南地区泽当镇韩贵伦,1005,甘肃直营办事处,西藏自治区山南地区泽当镇乃东路,韩贵伦,山南地区泽当镇,856000,29.24513507,91.78319263
445,1000126,甘肃省海石湾镇杨生淳,1005,甘肃直营办事处,青海省海东地区民和县马场垣乡金星村老商店,杨生淳,海石湾镇,730080,36.32390441,102.9079522
446,1000132,（甘肃办）青海省民和回族土族自治县杨生淳,1005,甘肃直营办事处,青海省民和县川垣新区金鼎佳苑二楼,杨生淳,民和回族土族自治县,730080,36.55820519,101.71937
447,1000133,甘肃省敦煌市杨金莲,1005,甘肃直营办事处,甘肃省酒泉市敦煌市兰州村,杨金莲,敦煌市,736200,40.13165034,94.68811278
448,1000134,甘肃省张掖市余永红,1005,甘肃直营办事处,甘肃省张掖市区政府向右转金山物流院内,余永红,张掖市,734000,38.52651901,102.2149977
449,1000135,甘肃省金昌市吴小源,1005,甘肃直营办事处,甘肃省金昌市上海路天一美居家具城三楼全友,吴小源,金昌市,733000,38.5160718,102.2081263
450,1000136,甘肃省武威市张澍,1005,甘肃直营办事处,甘肃省武威市明清文化一条街全友家私,,武威市,733000,37.92880554,102.6478452
451,1000137,甘肃省永靖县章思满,1005,甘肃直营办事处,甘肃省临夏回族自治州永靖县刘家峡镇川北路南北家具城,章思满,永靖县,731600,35.94223157,103.3192426
452,1000138,甘肃省临夏市杨晶,1005,甘肃直营办事处,甘肃省临夏回族自治州临夏市大西关南洋家具公司,杨晶,临夏市,731100,35.60369327,103.2123604
453,1000141,甘肃省华亭县熊奎,1005,甘肃直营办事处,甘肃省平凉市华亭县运通家园综合商贸楼,熊奎,华亭县,744103,35.20554958,106.6086703
454,1000142,甘肃省定西市金永余,1005,甘肃直营办事处,甘肃省定西市江夏广场南6号楼二楼,金永余,定西市,743000,35.58969832,104.6193335
455,1000143,甘肃省陇西县魏松林,1005,甘肃直营办事处,甘肃省定西市陇西县北环路万佳乐家具城,魏松林,陇西县,748100,35.11180169,104.6329132
456,1000146,甘肃省靖远县杨国惠,1005,甘肃直营办事处,甘肃白银市靖远县新天地家具超市进门左门口第一位置,杨国惠,靖远县,730600,36.74910343,104.7323269
457,1000147,甘肃省平凉市熊晓娟,1005,甘肃直营办事处,甘肃省平凉市盘旋路口往东天丰家居生活馆一楼,熊晓娟,平凉市,744000,35.54241026,106.7059324
458,1000149,甘肃省环县王继红,1005,甘肃直营办事处,甘肃庆阳市环县金鹏商业街,王继红,环县,745700,36.61678864,107.0721722
459,1003864,(甘肃办)宁夏吴忠市红寺堡区刘瑞阳,1005,甘肃直营办事处,宁夏省吴忠市红寺堡区博大家居生活广场负一楼物流配送中心,刘瑞阳,,,37.40176883,106.0704819
460,1003867,(浙江办）浙江省三门县庞学贵,1006,浙江直营办事处,浙江省台州市三门县顺风汽车修理厂,庞学贵,,,29.01774425,121.4882288
461,1001647,（浙江办）浙江省开化县方德表,1006,浙江直营办事处,浙江省衢州市开化县解放街31号食品公司内(最大只能进9.6米的车),方德表,开化县,324300,29.13957404,118.4184499
462,1003806,（浙江办）浙江省桐乡市洲泉镇蔡康一,1006,浙江直营办事处,浙江省桐乡市洲泉镇湘溪大道199号,蔡康一,,,30.57570788,120.3637848
463,1003853,(浙江办)浙江省海宁市周刚,1006,浙江直营办事处,浙江省嘉兴市海宁市洛隆路68号,周刚,,,30.5481745,120.6932625
464,1003876,（浙江办）浙江省平湖市戴连明,1006,浙江直营办事处,浙江省平湖市九龙广场5幢201,戴连明,,,30.71652859,121.105839
465,1003857,(浙江办）浙江省开化县华埠镇程波,1006,浙江直营办事处,浙江省衢州市开化县华埠镇汽车站对面,程波,,,29.0134136,118.3656708
466,1003941,(浙江办)浙江省龙泉市刘继伟,1006,浙江直营办事处,浙江省龙泉市水南车站上首20米,刘继伟,,,28.05063931,119.0822973
467,1003735,【定制销售本部】浙江省金华市赵丹,1006,浙江直营办事处,浙江省金华市和信路973-981号,赵丹,,,29.07041584,119.6585292
468,1003821,（浙江办）浙江省金华市孝顺镇叶茂,1006,浙江直营办事处,浙江省金华市金东区孝顺镇金山大道聚鑫商城1幢1-11号,叶茂,,,29.18944221,119.8752682
469,1003903,浙江省北仑区白峰镇陈秀荣,1006,浙江直营办事处,浙江省宁波市北仑区白峰镇新世纪建材装饰市场1号楼灯具区第8号摊位,陈秀荣,,,29.91460183,121.8287389
470,1003748,【定制销售本部】浙江省天台县金将锋,1006,浙江直营办事处,浙江省天台县天台山西路西演茅村,金将锋,,,29.15272178,121.0159762
471,1003939,（浙江办）浙江省杭州市江干区印春新,1006,浙江直营办事处,浙江省杭州市江干区德胜路2888号恒大建材市场,印春新,,,30.30731578,120.1839103
472,1003631,（浙江办）浙江省新昌县潘善富,1006,浙江直营办事处,浙江省绍兴市新昌县梅园新村17幢6号（七星大桥南边）,潘善富,,,29.51796048,120.8806833
473,1003288,（浙江办）浙江省金华市郑书柳,1006,浙江直营办事处,浙江省金华市双龙南街1656号,郑书柳,,,29.06748688,119.6539298
474,1003311,（浙江办）浙江省建德市毛友君,1006,浙江直营办事处,浙江省建德市新安东路508号东洲商务1楼,毛友君,,,29.49239597,119.3037222
475,1002800,（浙江办）浙江省金华市武义县武阳镇涂聪武,1006,浙江直营办事处,浙江省金华市武义县武阳镇温泉南路153号（供电局对面）,涂聪武,,,28.89458457,119.8309089
476,1002664,（浙江办）浙江省云和县叶东陈,1006,浙江直营办事处,浙江省丽水市云和县城东路212号,叶东陈,,,28.11021293,119.5849676
477,1003312,（浙江办）浙江省嘉兴市王江泾镇张艳,1006,浙江直营办事处,浙江省嘉兴市王江泾镇长运车站2楼,张艳,,,30.90175577,120.7401467
478,1003499,（浙江办）浙江省乐清市柳市镇吴进华,1006,浙江直营办事处,浙江省乐清市柳市镇吕庄村柳江北路28号地下室,吴进华,,,28.05715712,120.8958658
479,1003489,（浙江办）浙江省湖州市南浔镇蒋利群,1006,浙江直营办事处,浙江省湖州市南浔镇国际建材城C区02全友家居,蒋利群,,,30.80069235,120.4349669
480,1002265,（浙江办）浙江省江山市柴建平,1006,浙江直营办事处,浙江省江山市东岳路519号（四季青商贸城）,柴建平,,,28.7259152,118.6269891
481,1002721,（浙江办）浙江省安吉县俞红樑,1006,浙江直营办事处,浙江省湖州市安吉县递铺镇塘浦竹贸城二期D栋,俞红樑,,,30.63737768,119.6930941
482,1003099,【定制销售本部】浙江省嵊州市张陈英,1006,浙江直营办事处,浙江市绍兴嵊州市东南路353号-定制,张陈英,,,29.58645636,120.8209162
483,1002713,（浙江办）浙江省宁波市程德清,1006,浙江直营办事处,浙江省宁波市现代商厦B馆三楼,程德清,,,29.88525897,121.579006
484,1002888,（浙江办）浙江省仙居县叶舰舰,1006,浙江直营办事处,浙江省台州市仙居县环城东路50号全友家私,叶舰舰,,,28.85897784,120.7543764
485,1002918,（浙江办）浙江省遂昌县李美华,1006,浙江直营办事处,浙江省丽水市遂昌县牡丹亭中路574号,李美华,,,28.52541033,119.0893424
486,1002396,（浙江办）浙江省青田县金成双,1006,浙江直营办事处,浙江省丽水市青田县石郭工业园区1幢,金成双,,,28.12646041,120.3076486
487,1002434,（浙江办）浙江省义乌市周文军,1006,浙江直营办事处,浙江省金华市义乌市西城路1779号家具市场全友家私,周文军周文军,,,29.30331418,120.0227694
488,1002063,（浙江办）浙江省杭州拱墅王保国1,1006,浙江直营办事处,浙江省杭州市江干区丁桥镇沿山村山羊坞118号,王保国,杭州市拱墅区,300311,30.37782039,120.224765
489,1001617,（浙江办）浙江省上虞市韩秋娟,1006,浙江直营办事处,浙江省绍兴市上虞市石狮高贸城全友家私一楼,韩秋娟,上虞市,312300,29.97804005,120.8894323
490,1001620,（浙江办）浙江省长兴县胡玉珠,1006,浙江直营办事处,浙江省湖州市长兴县长兴建材城15栋3楼,胡玉珠,长兴县,313100,31.00176807,119.9276685
491,1001621,（浙江办）浙江省德清县吴一鸣,1006,浙江直营办事处,浙江省湖州市德清县武康镇卢球商贸中心,吴一鸣,德清县,313200,30.54041874,119.9802486
492,1001623,（浙江办）浙江省桐乡市程静,1006,浙江直营办事处,浙江省嘉兴市桐乡市苏宁家电一、二楼,程静,330400,314500,30.61234103,120.4904112
493,1002076,（浙江办）浙江省泗门镇鲁佰文,1006,浙江直营办事处,浙江省余姚市泗门镇镇北路4-6号全友家私,鲁佰文,泗门镇,315400,30.16838252,121.0495635
494,1002656,（浙江办）浙江省庆元县吴丽君,1006,浙江直营办事处,浙江省丽水市庆元县长途汽车站出口,吴丽君,,,27.62804612,119.1576192
495,1001757,（浙江办）浙江省浦江县孙立强,1006,浙江直营办事处,浙江省金华市浦江县中山南路建材市场二楼,孙立强,330700,321100,29.45662118,119.9062743
496,1002830,（浙江办）浙江省湖州市南浔区和孚镇鲍强,1006,浙江直营办事处,浙江省湖州市南浔区和孚镇重兆丝绸工业园区,鲍强,,,30.78315142,120.1695748
497,1001906,（浙江办）浙江省松阳县刘学水,1006,浙江直营办事处,浙江省丽水市松阳县西屏镇长松路123号,刘学水,松阳县,323400,28.45011749,119.4981776
498,1001948,（浙江办）浙江省临海市杜桥镇金宾斌,1006,浙江直营办事处,浙江省台州市临海市杜桥镇环城南路2号大转盘旁,金宾斌,331000,317016,28.76869518,121.5136742
499,1001609,（浙江办）浙江省杭州市萧山区王冠军,1006,浙江直营办事处,浙江省杭州市萧山区汇宇家具市场B号馆101、201,王冠军,杭州市萧山区,311300,30.17289384,120.3890807
500,1001611,（浙江办）浙江省富阳市陆建青,1006,浙江直营办事处,浙江省富阳市钢圈厂路25号,陆建青,富阳市,311400,30.05150972,119.936509
501,1001614,（浙江办）浙江省淳安县卓其勇,1006,浙江直营办事处,浙江省杭州市淳安县南山二路22号,卓其勇,淳安县,300311,29.59925906,119.0565412
502,1001615,（浙江办）浙江省绍兴市吴开强,1006,浙江直营办事处,浙江省绍兴市越城区喜得宝家居广场二楼全友家居,吴开强,330600,312000,30.01579294,120.6183267
503,1001616,（浙江办）浙江省诸暨市陈永华,1006,浙江直营办事处,浙江省绍兴市诸暨市艮塔西路75号全友家私,陈永华,诸暨市,311800,29.73272901,120.2311786
504,1001632,（浙江办）浙江省临海市陈卫林,1006,浙江直营办事处,浙江省台州市临海市柏叶西路327#全友家私广场,陈卫林,临海市,317000,28.86211861,121.1623433
505,1001636,（浙江办）浙江省天台县厉菊芳,1006,浙江直营办事处,浙江省台州市天台县天元东街22号,厉菊芳,天台县,317200,29.15823442,121.0053553
506,1001637,（浙江办）浙江省丽水市叶喜标,1006,浙江直营办事处,浙江省丽水市罗埠小学,叶喜标,丽水市,323000,28.45629955,119.9295758
507,1001640,（浙江办）浙江省景宁畲族自治县叶东卓,1006,浙江直营办事处,浙江省丽水市景宁畲族自治县新华路198号全友家私,叶东卓,景宁畲族自治县,315400,27.98904958,119.6411863
508,1001643,（浙江办）浙江省东阳市余晓芬,1006,浙江直营办事处,浙江省金华市东阳市国际建材城D区皇冠家居广场,余晓芬,东阳市,322100,29.29729978,120.2073009
509,1001645,（浙江办）浙江省兰溪市王志兴,1006,浙江直营办事处,浙江省金华市兰溪市振兴路208号锦天家私城2楼,王志兴,兰溪市,300311,29.21462038,119.4531384
510,1003865,(浙江办)浙江省宁波市石浦镇林云,1006,浙江直营办事处,浙江省宁波市象山县石浦镇凤上山装璜市场4楼,林云,,,29.46300297,121.8718687
511,1001876,湖南省衡阳市罗琳,1008,湖南直营办事处,湖南省衡阳市船山路221号建设大厦对面,罗琳,430400,421001,26.90863085,112.6089777
512,1002825,湖南省常德市汉寿县西湖镇周运喜,1008,湖南直营办事处,湖南省常德市汉寿县西湖镇经技贸商贸城全友家居,周运喜,,,29.10290076,112.1109553
513,1001892,湖南省祁阳县杨龙,1008,湖南直营办事处,湖南省永州市祁阳县金盆路县政府斜对面,杨龙,祁阳县,426100,26.58395017,111.8657367
514,1001924,湖南省娄底市彭保权,1008,湖南直营办事处,湖南省娄底市娄星区万宝新区大井路1号,彭保权,娄底市,417000,27.76694534,112.0046191
515,1002784,湖南省新宁县叶容兵,1008,湖南直营办事处,湖南省邵阳市新宁县老广场中心市场全友家居,叶容兵,,,26.5485807,110.9246977
516,1000738,湖南省江永县蒋石训,1008,湖南直营办事处,湖南省永州市江永县步行街一栋三楼,蒋石训,江永县,422000,25.19998824,111.2538867
517,1000743,湖南省永州市唐福艳,1008,湖南直营办事处,湖南省永州市冷水滩区河东育才路湘发.家居装饰城,唐福艳,431100,417000,26.42377074,111.6286168
518,1000745,湖南省长沙市星沙区彭长清,1008,湖南直营办事处,湖南省长沙市星沙区商业乐园A栋,彭长清,长沙市,410000,28.24979413,113.0919434
519,1000747,湖南省桑植县王贞兰,1008,湖南直营办事处,湖南省张家界市桑植县卷烟厂,王贞兰,430800,427100,29.56769159,110.187336
520,1000748,湖南省洪江市彭立荣,1008,湖南直营办事处,湖南省怀化市洪江市幸福东路1号,彭立荣,洪江市,425500,27.11407982,110.0095129
521,1000749,湖南省洪江市安江镇杨文忠,1008,湖南直营办事处,湖南省洪江市安江镇新建路,杨文忠,洪江市安江镇,425800,27.3203261,110.1556626
522,1000750,湖南省怀化市杨羚,1008,湖南直营办事处,湖南省怀化市河西德天家俱广场旁边,杨羚,怀化市,425400,27.54714154,109.9529978
523,1003586,湖南省衡南县车江镇谢培亚,1008,湖南直营办事处,湖南省衡南县车江镇,谢培亚,,,26.77350573,112.5887437
524,1000723,湖南省隆回县马柏甫,1008,湖南直营办事处,湖南省邵阳市隆回县桃洪中路1号红太阳21店三楼,马柏甫,隆回县（金石桥镇）,422200,27.12104515,111.0458141
525,1000724,湖南省邵东县彭珊,1008,湖南直营办事处,湖南省邵阳市邵东县城.金龙大道431号,彭珊,邵东县,422000,27.25657773,111.7440124
526,1000725,湖南省邵阳市彭珊,1008,湖南直营办事处,湖南省邵阳市火车北站百货站仓库,彭珊,邵阳市,422000,27.23681124,111.4615254
527,1000727,湖南省涟源市李洪飞,1008,湖南直营办事处,湖南省娄底市涟源市人民东路卓越建材家居城三楼,李洪飞,涟源市,417000,27.69894052,111.6895962
528,1000730,湖南省双峰县龚彬,1008,湖南直营办事处,湖南省双峰县城中路建设局对面全友家私,龚彬,双峰县,417700,27.4620716,112.200421
529,1000736,【定制销售本部】湖南省江华瑶族自治县邹小华,1008,湖南直营办事处,湖南省江华县同天家居广场全友定制衣柜,邹小华,江华瑶族自治县,422200,24.97764212,111.7524957
530,1000797,湖南省沅江草尾镇杨方华,1008,湖南直营办事处,湖南省益阳市沅江县草尾镇汽车站,杨方华,沅江草尾镇,413018,29.04484102,112.381395
531,1000798,湖南省安化县刘欣,1008,湖南直营办事处,湖南省安化县东坪镇沿江路嘉和商业广场全友家居专卖店,刘欣,安化县,413500,28.38449426,111.2304857
532,1000799,湖南省南县练海,1008,湖南直营办事处,湖南省益阳市南县兴盛大道南州广场政府对面,练海,南县,410000,29.36716546,112.4041278
533,1000800,湖南省耒阳市谭小龙,1008,湖南直营办事处,湖南省衡阳市耒阳市城北路海琼百货三楼,谭小龙,耒阳市,421800,26.41821613,112.8461177
534,1000801,湖南省衡东县曹明正,1008,湖南直营办事处,湖南省衡阳市衡东县衡岳南路阳光大厦,曹明正,衡东县,412300,27.08576945,112.9570185
535,1000804,湖南省茶陵县李云苟,1008,湖南直营办事处,湖南省株洲市茶陵县云阳路云阳商厦一二楼,李云苟,茶陵县,412400,26.79788978,113.5465444
536,1000805,湖南省攸县刘文明,1008,湖南直营办事处,"湖南省株洲市攸县城关镇新城路强远家私城二楼,东风大洒店对面",刘文明,430200,412300,27.0103321,113.3461556
537,1000808,湖南省醴陵市张昌友,1008,湖南直营办事处,湖南省株洲市醴陵市鑫源广场全友家私生活馆,张昌友,430200,412200,27.65880652,113.5204036
538,1000809,湖南省浏阳市陈正清,1008,湖南直营办事处,湖南省浏阳市礼花路家年华家居建材广场,陈正清,浏阳市,410300,28.15779454,113.6209138
539,1000810,湖南省宁乡县易存亮,1008,湖南直营办事处,湖南省长沙市宁乡县龙头湾购物中心三楼全友家私,易存亮,宁乡县,410621,28.25638969,112.5641644
540,1000811,（湖南办）江西省上栗县许万军,1008,湖南直营办事处,江西省萍乡市上栗县胜利路67号,许万军,上栗县,413200,27.88169894,113.8090684
541,1000816,湖南省嘉禾县左荣丰,1008,湖南直营办事处,湖南省郴州市嘉禾县晋屏北路51号全友家居,左荣丰,嘉禾县,423000,25.59910883,112.3690883
542,1000770,湖南省华容县杨贻红,1008,湖南直营办事处,湖南省岳阳市华容县华阳市场南全友家私(二大桥旁原八路家私城),杨贻红,430600,419100,29.49339583,112.6510095
543,1000771,湖南省岳阳县成和平,1008,湖南直营办事处,湖南省岳阳市岳阳县东方盛世商业广场,成和平,岳阳县,414100,29.17849853,113.2375272
544,1000773,湖南省湘阴县朱国兵,1008,湖南直营办事处,湖南省岳阳市湘阴县东湖商业中心,朱国兵,湘阴县,410000,28.67828749,112.8915764
545,1000775,湖南省汉寿县李国锋,1008,湖南直营办事处,湖南省常德市汉寿县五里桥家居建材市场,李国锋,汉寿县,512200,28.86480023,112.0443106
546,1000776,湖南省澧县余宗海,1008,湖南直营办事处,湖南省常德市澧县澧州食品城二楼,余宗海,澧县,415500,29.64972726,111.7803884
547,1000818,湖南省汝城县邓兆雄,1008,湖南直营办事处,湖南省郴州市汝城县新建东路桂园小区,邓兆雄,汝城县,424100,25.55837066,113.6936858
548,1000819,湖南省宜章县蒋井顺,1008,湖南直营办事处,湖南省郴州市宜章县玉溪河商业街4栋1-2楼,蒋井顺,宜章县,424200,25.27588655,112.9334474
549,1000751,湖南省靖州苗族自治县李朝强,1008,湖南直营办事处,湖南省怀化市靖州苗族侗族自治县渠阳中路土产公司仓库,李朝强,靖州苗族自治县,452600,26.58137595,109.6930141
550,1000752,湖南省麻阳苗族自治县田昌本,1008,湖南直营办事处,湖南省怀化市麻阳苗族自治县工商大楼一、二、三楼（花台路口）,田昌本,麻阳苗族自治县,419400,27.79137573,109.7291791
551,1000757,湖南省会同县彭述军,1008,湖南直营办事处,湖南省怀化市会同县将军北路锦绣豪苑A栋门面13-18号（县火车站货场对面）,彭述军,会同县,410000,26.89038862,109.740291
552,1000759,湖南省辰溪县张蓉,1008,湖南直营办事处,湖南省怀化市辰溪县,,辰溪县,330009,27.89590209,110.2730089
553,1000763,（湖南办）湖北省石首市李红堂,1008,湖南直营办事处,湖北省荆州市石首市香港城东门,李红堂,石首市,434400,29.73187941,112.4237847
554,1000764,湖南省岳阳市方庆润,1008,湖南直营办事处,湖南省岳阳市八字门107国道银光竹木市场三区内（往前50米）,方庆润,430600,414000,29.39046869,113.1908483
555,1000766,湖南省汨罗市余坤,1008,湖南直营办事处,湖南省岳阳市汨罗市建设中路心连心超市三楼,余坤,汨罗市,414400,28.77960589,112.9764225
556,1000768,湖南省湘潭县刘红辉,1008,湖南直营办事处,湖南省湘潭市湘潭县易俗河二大桥凤凰路与雪松路口交汇处,刘红辉,湘潭县,411100,27.78666835,112.9530525
557,1000769,湖南省湘乡市黄正国,1008,湖南直营办事处,湖南省湘潭市湘乡市桑梅中路金海市场三栋2楼,,湘乡市,414000,27.74287019,112.5349355
558,1000813,湖南省安仁县郑新德,1008,湖南直营办事处,湖南省郴州市安仁县城五一南路工业品商场二楼,郑新德,安仁县,423600,26.70920825,113.2775764
559,1000815,湖南省桂阳县郑支仁,1008,湖南直营办事处,湖南省桂阳县大市场二楼,郑支仁,桂阳县,424400,25.89349002,112.6081076
