   ,DISCODE,DISNAME,OFFICECODE,OFFICENAME,SHOPADDR,BOSS,CITY,POSTCODE,lat,lng
560,1000780,湖南省花垣县肖智化,1008,湖南直营办事处,湖南省湘西土家族苗族自治州吉首市花垣县民族商场,肖智化,433100,416400,28.31795079,109.7457458
561,1000783,（湖南办）湖北省来凤县杨世林,1008,湖南直营办事处,湖南省湘西土家族苗族自治州吉首市湘西州龙山县世纪广场旁一中广场,杨世林,来凤县,445700,28.26411716,109.7082266
562,1000784,湖南省常德市贺昌喜,1008,湖南直营办事处,湖南省常德市武陵大道邮政大楼二楼,贺昌喜,常德市,415000,29.07305812,111.7013462
563,1000787,湖南省永顺县王珍香,1008,湖南直营办事处,湖南省湘西土家族苗族自治州吉首市湘西州永顺县小西门桥头,王珍香,永顺县,416700,28.3171426,109.7709258
564,1000788,湖南省桃源县赵建春,1008,湖南直营办事处,湖南省常德市桃源县漳江北路,赵建春,桃源县,410000,28.91813612,111.4893619
565,1000789,湖南省古丈县董全喜,1008,湖南直营办事处,湖南省湘西土家族苗族自治州吉首市古丈县十板街,董全喜,古丈县,416705,28.31795079,109.7457458
566,1000791,湖南省衡阳市南岳区罗艳云,1008,湖南直营办事处,湖南省衡阳市南岳区东环路鑫盛广场全友家居,罗艳云,衡阳市南岳区,421900,27.25935857,112.7087671
567,1000792,湖南省衡阳县张越,1008,湖南直营办事处,湖南省衡阳市衡阳县三中（往衡阳市方向100米）,张越,衡阳县,421200,27.10962611,112.3515794
568,1000794,湖南省桃江县罗建飞,1008,湖南直营办事处,湖南省益阳市桃江县总工会一楼,罗建飞,桃江县,413400,28.46414238,111.9904642
569,1000796,湖南省沅江县杨得意,1008,湖南直营办事处,湖南省益阳市沅江县桔城大道金旺府,杨得意,沅江县,415000,28.84842014,112.3667947
570,1003678,湖南省临湘市庞正奎,1008,湖南直营办事处,湖南省临湘市五塘路口（龙鑫综合楼门面）,庞正奎,,,29.49614601,113.5197494
571,1003856,湖南省蓝山县新圩镇李电生,1008,湖南直营办事处,湖南省蓝山县新圩镇新圩医院旁,李电生,,,25.41916659,112.4015656
572,1003934,湖南省株洲快一步装饰工程有限公司易建华,1008,湖南直营办事处,湖南株洲市天元区滨江北路789号4、5号商业二楼,易建华,,,27.83816746,113.1482578
573,1003729,湖南省常宁市段志敏,1008,湖南直营办事处,湖南省常宁市青阳北路北城星府三楼全友家居,段志敏,,,26.43944266,112.4042101
574,1003771,湖南省浏阳市大瑶镇杨香华,1008,湖南直营办事处,湖南省浏阳市大瑶镇花炮大道198号（大瑶全友家居专卖店）,杨香华,,,27.99775294,113.732717
575,1003828,湖南省常德市西洞庭区雷立仙,1008,湖南直营办事处,湖南省常德市西洞庭区步行街全友家居,雷立仙,,,28.63456519,111.8447453
576,1003849,湖南省溆浦县奠自军,1008,湖南直营办事处,湖南省怀化市溆浦县溆浦大汉新城星星苑大汉购物中心3楼,奠自军,,,27.34194383,110.9566274
577,1003925,（湖南办）湖北省石首市调关镇颜华,1008,湖南直营办事处,湖北省石首市调关镇金沙路26号,颜华,,,29.69454571,112.6421159
578,1003940,湖南省湘乡市虞塘镇王明裕,1008,湖南直营办事处,湖南省湘乡市虞塘镇全友家居专卖店,王明裕,,,28.04135967,112.6430903
579,1003836,湖南省衡南县向阳桥镇黄海平,1008,湖南直营办事处,湖南省衡阳市衡南县向阳桥镇107国道旁全友家居,黄海平,,,26.7598449,112.6485138
580,1003772,湖南省长沙市岳麓区阳凌,1008,湖南直营办事处,湖南省长沙市岳麓区望岳街谷丰村南竹坡组,阳凌,,,28.20270663,112.9086994
581,1003840,湖南省保靖县吴厚祥,1008,湖南直营办事处,湖南省保靖县十字路口,吴厚祥,,,28.67242771,109.5739047
582,1003851,湖南省永州市珠山镇唐德平,1008,湖南直营办事处,湖南省永州市珠山镇,唐德平,,,26.11736244,111.3465148
583,1003519,湖南省新田县唐福艳,1008,湖南直营办事处,湖南省永州市新田县新嘉公路旁工业小区南园洪元鞋业隔壁,唐福艳,,,25.89052739,112.2348073
584,1003533,【定制销售本部】湖南省娄底市宋盛强,1008,湖南直营办事处,湖南省娄底市大汉路（丹枫国际对面）,宋盛强,,,27.75986901,112.0090786
585,1003572,湖南省邵阳县马柏甫,1008,湖南直营办事处,湖南省邵阳县振羽大道中宏步行街1号楼,马柏甫,,,27.01225826,111.3255393
586,1003362,湖南省衡南县三塘镇赵岳元,1008,湖南直营办事处,湖南省衡南县三塘镇农贸街环城北路,赵岳元,,,26.87635554,112.4950683
587,1003429,【定制销售本部】湖南省龙山县杨世胜,1008,湖南直营办事处,湖南省龙山县世纪广场旁1402,杨世胜,,,29.45694825,109.4394775
588,1003644,【定制销售本部】湖南省邵东县姚作祥,1008,湖南直营办事处,湖南省邵阳市邵东县东方家居广场正大门口,姚作祥,,,27.2690641,111.7346416
589,1003228,湖南省平江县南江镇李平泉,1008,湖南直营办事处,湖南省平江县南江镇幕阜大道106国道十字路口旁,李平泉,,,28.97883925,113.7509864
590,1003215,【定制销售本部】湖南省吉首市杨海艳,1008,湖南直营办事处,湖南省吉首市光彩会展中心1单元B栋3楼,杨海艳,,,28.3171426,109.7709258
591,1003226,湖南省长沙县果园镇刘俊雄,1008,湖南直营办事处,湖南省长沙市长沙县果园镇农村商业银行对面,刘俊雄,,,28.34594708,113.230638
592,1003227,湖南省蓝山县唐小林,1008,湖南直营办事处,湖南省永州市蓝山县边贸中路（蓝城上郡北郡对面),唐小林,,,25.38331231,112.1957954
593,1003229,湖南省平江县长寿镇余满厚,1008,湖南直营办事处,湖南省平江县长寿镇长富路飞达汽贸,余满厚,,,28.71875368,113.952597
594,1003682,湖南省江华瑶族自治县曹德荣,1008,湖南直营办事处,湖南省江华县华银国际大厦二楼,曹德荣,,,24.97764212,111.7524957
595,1003693,湖南省浏阳市文家市镇熊本初,1008,湖南直营办事处,湖南省浏阳市文家市镇将军路,熊本初,,,28.05114561,113.9370941
596,1003815,湖南省泸溪县欧阳朝晖,1008,湖南直营办事处,湖南省湘西土家族苗族自治州吉首市泸溪县朝阳路,欧阳朝晖,,,28.26835561,109.7251608
597,1002687,湖南省新邵县岳志远,1008,湖南直营办事处,湖南省邵阳市新邵县大新街10#,岳志远,,,27.32763632,111.4696302
598,1002755,湖南省新化县成和平,1008,湖南直营办事处,湖南省娄底市新化县中央粮库直属库,成和平,,,27.8732726,111.2468447
599,1002778,湖南省永兴县邓丽,1008,湖南直营办事处,湖南省郴州市永兴县人民路105号,邓丽,,,26.12664892,113.1202128
600,1002589,（湖南办）江西省长平镇钟鹏,1008,湖南直营办事处,江西省上栗县长平镇爱心超市旁,钟鹏,,,27.83226022,113.8678064
601,1003195,湖南省平江县周献良,1008,湖南直营办事处,湖南省岳阳市平江县开发区边岳大道财保大楼,周献良,,,28.76220296,113.7208465
602,1003295,【定制销售本部】湖南省常宁市邓小艳,1008,湖南直营办事处,湖南省衡阳市常宁市莲花车站旁,邓小艳,,,26.41417887,112.3821545
603,1003183,【定制销售本部】湖南省怀化市蒲宏俅,1008,湖南直营办事处,湖南省怀化市人民南路198号鸿瑞国际3楼,蒲宏俅,,,27.55248854,109.9699306
604,1003385,【定制销售本部】湖南省常德市西洞庭镇雷立仙,1008,湖南直营办事处,湖南省常德市西洞庭步行街,雷立仙,,,29.21507795,111.9800544
605,1003449,湖南省衡山县王绪辉,1008,湖南直营办事处,湖南省衡山县开云镇义安路332号,王绪辉,,,27.23931226,112.8770173
606,1003469,湖南省冷水江市刘兆胜,1008,湖南直营办事处,湖南省冷水江市金竹中路东源德鑫大厦2-3楼,刘兆胜,,,27.67733015,111.4485085
607,1003491,【定制销售本部】湖南省慈利县何永潮,1008,湖南直营办事处,湖南省慈利县零阳镇金穗商业街3幢2楼,何永潮,,,29.42771041,111.1360771
608,1003455,湖南省汝城县文明镇朱裕宝,1008,湖南直营办事处,湖南省汝城县文明镇文明街,朱裕宝,,,25.55513675,113.6776767
609,1002430,湖南省韶山市彭湘华,1008,湖南直营办事处,湖南省韶山市韶山中路隆盛商贸城,彭湘华彭湘华,,,27.9253947,112.5394674
610,1002474,湖南省长沙市开福区彭来喜,1008,湖南直营办事处,湖南省长沙市开福区金霞商业区2栋8号,彭来喜,,,28.26021906,113.02473
611,1002476,湖南省浏阳市金刚镇钟志雨,1008,湖南直营办事处,湖南省浏阳市大瑶镇花炮大道全友家私,钟志雨,,,27.98442521,113.7313993
612,1002945,湖南省临澧县易容,1008,湖南直营办事处,湖南省常德市临澧县迎宾路芳辰一品三楼（步步高超市三楼）,易容,,,29.44793943,111.6524707
613,1001954,湖南省武冈市刘君枚,1008,湖南直营办事处,湖南省邵阳市武冈县步行街新联心超市二楼,刘君枚,430500,422400,26.73500633,110.6358075
614,1002289,湖南省望城县邓罗,1008,湖南直营办事处,湖南省长沙市望城县高塘岭大道（广电旁）,邓罗,,,28.36039801,112.8299408
615,1002317,湖南省新晃侗族自治县金媛香,1008,湖南直营办事处,湖南省怀化市新晃侗族自治县商业步行街五栋2楼,金媛香,,,27.23450911,109.1687411
616,1002347,湖南省长沙市杨博武,1008,湖南直营办事处,湖南省长沙市井湾子家俱城A座3楼,杨博武,,,28.13032116,113.0158915
617,1002238,湖南省湘潭市叶怡辉,1008,湖南直营办事处,湖南省湘潭市霞光西路（市卫生局旁）,,,,27.83838923,112.9356312
618,1002352,湖南省中方县杨坤林,1008,湖南直营办事处,湖南省怀化市中方县中心市场旁金御楼二楼,杨坤林,,,27.5532383,109.972484
619,1002556,湖南省株洲市钟健,1008,湖南直营办事处,湖南省株洲市石峰区响田西路,钟健,,,27.87661855,113.1153614
620,1002058,湖南省镇头镇袁富明,1008,湖南直营办事处,湖南省长沙市浏阳市镇头镇开源路富华家具超市,袁富明,镇头镇,410319,28.01185563,113.3361507
621,1002149,湖南省洋溪镇向文胜,1008,湖南直营办事处,湖南省娄底市新化县洋溪镇车站路,向文胜,,,27.67142217,111.1896191
622,1002171,湖南省沿溪镇林伟,1008,湖南直营办事处,湖南省浏阳市沿溪镇全友家私,林伟,,,28.01218515,113.3383579
623,1000729,湖南省娄底市谭金东（弃）,1008,湖南直营办事处,湖南省娄底市乐坪西街市场全友仓库,谭金东,,,27.7286327,111.9958699
624,1002189,湖南省祁东县黄勇军,1008,湖南直营办事处,湖南省衡阳市祁东县县政中路邮政大厦三楼全友家私,黄勇军,,,26.78898723,112.12967
625,1002203,湖南省洞口县姚作祥,1008,湖南直营办事处,湖南省邵阳市洞口县杨柳冲步行街全友家私,姚作祥,,,27.06913287,110.5920444
626,1002143,湖南省安乡县邓建华,1008,湖南直营办事处,湖南省常德市安乡县大市场二楼,邓建华,,,29.44899601,112.1624368
627,1002083,湖南省灰山港镇许跃光,1008,湖南直营办事处,湖南省桃江县灰山港镇紫荆东路,许跃光,灰山港镇,413400,28.29213993,112.255119
628,1002368,湖南省张家界市崔锴,1008,湖南直营办事处,湖南省张家界市官黎坪鲤鱼池,崔锴,,,29.11797484,110.4926112
629,1002369,湖南省道县屈德秀,1008,湖南直营办事处,湖南道县潇水中路供销市场对面全友家居,屈德秀,,,25.50732524,111.5980919
630,1001971,湖南省黔城县黄春梅,1008,湖南直营办事处,湖南省洪江市黔城县玉壶路世纪广场B栋2楼全友家私,黄春梅,黔城县,418216,27.20990371,109.8317617
631,1001708,湖南省津市县姚连菊,1008,湖南直营办事处,湖南省常德市津市人民路（原电信营业大厅）,姚连菊,津市县,410000,29.63189717,111.8906333
632,1001710,湖南省郴州市胡石生,1008,湖南直营办事处,湖南省郴州市香雪路源诚家居世博中心,胡石生,郴州市,423000,25.7862098,113.0352496
633,1001761,湖南省衡南县赵端元,1008,湖南直营办事处,湖南省衡南县云集镇云峰路县人民医院对面,,衡南县,421200,26.73696434,112.6799638
634,1000919,江西省高安市张陈军,1009,江西直营办事处,江西省宜春市高安市朝阳商贸城,张陈军,高安市,330800,28.36523181,115.3044819
635,1000922,江西省德安县何艳庭,1009,江西直营办事处,江西省九江市德安县宝塔大道91号名家家私广场,何艳庭,德安县,330400,29.31837271,115.7628259
636,1000924,江西省武宁县杨艳,1009,江西直营办事处,江西省九江市武宁县新宁集市名家家居广场全友家私,杨艳,武宁县,332300,29.26581522,115.1036947
637,1000929,江西省安福县林国军,1009,江西直营办事处,江西省吉安市安福县金岸广场,林国军,安福县,343200,27.38862225,114.6220857
638,1000935,江西省永新县刘冬梅,1009,江西直营办事处,江西省吉安市永新县步行街第二排,刘冬梅,360800,343400,26.97308921,114.1884471
639,1000938,江西省吉安县郭莲英,1009,江西直营办事处,江西省吉安市吉安县白云路东方红超市二楼,郭莲英,吉安县,343100,27.04614331,114.913164
640,1000940,江西省余江县陈水仕,1009,江西直营办事处,江西省鹰潭市余江县中兴超市二楼,陈水仕,余江县,335200,28.36193956,117.0833726
641,1000946,江西省婺源县金望龙,1009,江西直营办事处,江西省上饶市婺源县星江湾步行街全友家私,金望龙,婺源县,335500,29.25393884,117.8708915
642,1000947,江西省弋阳县张国富,1009,江西直营办事处,江西省上饶市弋阳县汽车北站三楼,张国富,弋阳县,334400,28.45223603,117.4166498
643,1000948,江西省余干县童样祥,1009,江西直营办事处,江西省上饶市余干县迎宾大道与世纪大道交汇处,童样祥,361100,335110,28.70568833,116.6987227
644,1000950,江西省兴国县郭斌,1009,江西直营办事处,江西省赣州市兴国县平阳街中段,郭斌,兴国县,342400,26.32766132,115.3516677
645,1000954,江西省大余县陈玉岑,1009,江西直营办事处,江西省赣州市大余二十一世纪时代广场国美家居品牌城,陈玉岑,大余县,341500,25.40674866,114.3675197
646,1000960,江西省全南县陈景来,1009,江西直营办事处,江西省赣州市全南县贸易广场,陈景来,全南县,341800,24.75142641,114.5526066
647,1000962,江西省铅山县朱红英,1009,江西直营办事处,江西省上饶市铅山县滨江花城广场旁全友家私,朱红英,铅山县,334500,28.10982214,117.7134611
648,1000964,江西省湖口县徐丽雄,1009,江西直营办事处,江西省湖口县兴湖山庄东面往新汽车站方向50米,徐丽雄,湖口县,332500,29.73504828,116.2620206
649,1000969,江西省瑞金市谢建平,1009,江西直营办事处,江西省赣州市瑞金市绵水路时代广场B座二楼,谢建平,瑞金市,341500,25.88908375,116.0374876
650,1000970,江西省石城县邹建良,1009,江西直营办事处,江西省石城县兴隆青年步行街广场,邹建良,石城县,341000,26.30556531,116.3723215
651,1002842,江西省永修县虬津镇曹已林,1009,江西直营办事处,江西省永修县虬津镇沙发厂,曹已林,,,29.17291768,115.6916643
652,1003677,【定制销售本部】江西省新建县袁尤济,1009,江西直营办事处,江西省新建县文教路国美电器旁,袁尤济,,,28.67494893,115.9138032
653,1003839,江西省宜春市丰城县周卫平,1009,江西直营办事处,江西省宜春市丰城县林安商贸城,周卫平,,,28.11151588,115.8234035
654,1003753,江西省九江县黄福明,1009,江西直营办事处,江西省九江县柴桑购物广场,黄福明,,,29.64022993,115.8420355
